NOME DO MUNICÍPIO;CO_ENTIDADE;NO_ENTIDADE;Endereço;Escola;Dependência Administrativa;Conveniada Poder Público;Latitude;Longitude;Município;Localização;Matrículas;Escolas
Camaragibe;26107724;ESCOLA MUNICIPAL CLARA LOPES;ESTRADA DOS CORONEIS, LOTEAMENTO SAO JOAO SAO PAULO, 244 ALBERTO MAIA. 54780-430 Camaragibe - PE.;ESCOLA MUNICIPAL CLARA LOPES;Municipal;Não;-8,000257351;-35,01214807;Camaragibe;Urbana;40;1
Camaragibe;26184826;CME INFANTIL JUDITH MARIA BRASIL DA ROCHA;AVENIDA LUZA DE MEDEIROS SANTOS, 327 TABATINGA. 54756-770 Camaragibe - PE.;CME INFANTIL JUDITH MARIA BRASIL DA ROCHA;Municipal;Não;-7,9999127;-34,9752819;Camaragibe;Urbana;210;1
Recife;26175878;CMEI CELESTE VIDAL;RUA GUABIRABA, S/N BREJO DA GUABIRABA. 52291-655 Recife - PE.;CMEI CELESTE VIDAL;Municipal;Não;-7,9984563;-34,9584763;Recife;Urbana;52;1
Recife;26171660;CRECHE MUNICIPAL NOSSA SENHORA DE FATIMA;RUA ALTO DO RESERVATORIO, 720 BREJO GUAB. NOVA DESCOBERTA. 52091-210 Recife - PE.;CRECHE MUNICIPAL NOSSA SENHORA DE FATIMA;Municipal;Não;-7,99780045;-34,93403911;Recife;Urbana;37;1
São Lourenço da Mata;26185520;CRECHE MUNICIPAL GOVERNADOR EDUARDO CAMPOS - CRECHE TIO DUDU;RUA FELIX PEIXOTO, PENEDO. 54715-250 São Lourenço da Mata - PE.;CRECHE MUNICIPAL GOVERNADOR EDUARDO CAMPOS - CRECHE TIO DUDU;Municipal;Não;-7,99699644;-35,04021701;São Lourenço da Mata;Urbana;22;1
São Lourenço da Mata;26129230;ESCOLA MUN JORNALISTA CRISTINA TAVARES;RUA L, S/N NOVA TIUMA. 54727-260 São Lourenço da Mata - PE.;ESCOLA MUN JORNALISTA CRISTINA TAVARES;Municipal;Não;-7,99698381;-35,04023905;São Lourenço da Mata;Urbana;13;1
São Lourenço da Mata;26156342;CRECHE IDALINA BEZERRA;AVENIDA 08 DE MAIO, S/N CHA DA TABUA. 54745-255 São Lourenço da Mata - PE.;CRECHE IDALINA BEZERRA;Municipal;Não;-7,99695699;-35,04025426;São Lourenço da Mata;Urbana;55;1
Camaragibe;26107732;ESCOLA MUNICIPAL ERSINA LAPENDA;ESTRADA DE ALDEIA, 169 ALDEIA DOS CAMARAS. 54792-000 Camaragibe - PE.;ESCOLA MUNICIPAL ERSINA LAPENDA;Municipal;Não;-7,99373555;-34,9749657;Camaragibe;Urbana;19;1
Recife;26149842;CRECHE MUNICIPAL FLOR DO BAIRRO DA GUABIRABA;RUA CASSITERITA, S/N BREJO DA GUABIRABA. 52291-140 Recife - PE.;CRECHE MUNICIPAL FLOR DO BAIRRO DA GUABIRABA;Municipal;Não;-7,99305906;-34,93609691;Recife;Urbana;34;1
Camaragibe;26108119;ESCOLA MUNICIPAL PADRE MIGUEL;RUA CIRILO RAMOS, S/N BORRALHO. 54789-145 Camaragibe - PE.;ESCOLA MUNICIPAL PADRE MIGUEL;Municipal;Não;-7,98785171;-34,99754575;Camaragibe;Urbana;17;1
Olinda;26136538;ESCOLA MUNICIPAL PASTOR DAVID RICHARD BLACKBURN;AVENIDA HAMURABI, S/Nº ALTO DA BONDADE. 53170-310 Olinda - PE.;ESCOLA MUNICIPAL PASTOR DAVID BLACKBURN;Municipal;Não;-7,986039;-34,9123;Olinda;Urbana;49;1
Olinda;26170965;ESCOLA MUNICIPAL ISAAC PEREIRA DA SILVA;RUA OLEGARIO MARIANO, 112 JARDIM ATLANTICO. 53140-190 Olinda - PE.;ESCOLA MUNICIPAL ISAAC PEREIRA DA SILVA;Municipal;Não;-7,981444;-34,84506;Olinda;Urbana;28;1
Camaragibe;26108054;ESCOLA MUNICIPAL 19 DE ABRIL;RUA SAO PEDRO, S/Nº OITENTA. 54771-600 Camaragibe - PE.;ESCOLA MUNICIPAL 19 DE ABRIL;Municipal;Não;-7,976266896;-34,96625285;Camaragibe;Urbana;18;1
Recife;26183285;CRECHE ESC RECIFE DONA CARMELITA MUNIZ DE ARAUJO;EST MUMBECA, 100 GUABIRABA. 52490-005 Recife - PE.;CRECHE ESC RECIFE DONA CARMELITA MUNIZ DE ARAUJO;Municipal;Não;-7,9649891;-34,9229994;Recife;Urbana;58;1
Camaragibe;26107899;ESCOLA MUNICIPAL SAO JOSE;RUA SERGIO ROMERO, 000 ALDEIA - KM 10. VERA CRUZ. 54786-170 Camaragibe - PE.;ESCOLA MUNICIPAL SAO JOSE;Municipal;Não;-7,9556529;-35,0093029;Camaragibe;Urbana;23;1
Paulista;26157284;CRECHE TIO ROBERTO;AVENIDA BRASIL, SN MARANGUAPE I. 53444-490 Paulista - PE.;CEMEDI TIO ROBERTO;Municipal;Não;-7,946454;-34,85899;Paulista;Urbana;149;1
Paulista;26116537;CRECHE MUNICIPAL JESUS DE NAZARE;RUA WALFRIDO LINS DE MORAIS, 289 JANGA. 53437-100 Paulista - PE.;CRECHE MUNICIPAL JESUS DE NAZARE;Municipal;Não;-7,937602;-34,82739;Paulista;Urbana;33;1
Paulista;26116812;ESCOLA MUNICIPAL EDISON GOMES DO REGO;RUA SEVERINO MONTEIRO DE JESUS, 740 JANGA. 53437-070 Paulista - PE.;ESCOLA MUNICIPAL EDISON GOMES DO REGO;Municipal;Não;-7,935984;-34,82925;Paulista;Urbana;127;1
Paulista;26134553;CENTRO DE EDUCACAO INFANTIL NILO PEREIRA;RUA DOUTOR JOSE MARIANO, PARATIBE. 53413-530 Paulista - PE.;CENTRO DE EDUCACAO INFANTIL NILO PEREIRA;Municipal;Não;-7,93300111;-34,89847933;Paulista;Urbana;79;1
Paulista;26182580;CRECHE MUNICIPAL MARIA ANUNCIADA DE ARRUDA;RUA FILIPINAS, 1790 PAU AMARELO. 53433-210 Paulista - PE.;CRECHE MUNICIPAL MARIA ANUNCIADA DE ARRUDA;Municipal;Não;-7,9132131;-34,8391881;Paulista;Urbana;48;1
Igarassu;26145375;CRECHE TIA EMOCY KRAUSE;AV BARAO DE VERA CRUZ, S/N CRUZ DEREBOUCAS. 53625-015 Igarassu - PE.;CRECHE TIA EMOCY KRAUSE;Municipal;Não;-7,875294574;-34,9062237;Igarassu;Urbana;152;1
Igarassu;26105110;CENTRO DE PRE ESCOLAR ARTUR CARLOS DE MELO;AVENIDA VINTE E SETE DE SETEMBRO, S/N SITIO HISTORICO. POSTO DE MONTA. 53620-670 Igarassu - PE.;CENTRO DE PRE ESCOLAR ARTUR CARLOS DE MELO;Municipal;Não;-7,8433204;-34,9073976;Igarassu;Urbana;29;1
Igarassu;26145383;CRECHE TIA JANE MAGALHAES;RUA SEVERINO UCHOA CAVALCANTE, S/N CENTRO. 53610-835 Igarassu - PE.;CRECHE TIA JANE MAGALHAES;Municipal;Não;-7,831923333;-34,90918667;Igarassu;Urbana;120;1
Ilha de Itamaracá;26106191;ESCOLA MUNICIPAL LUIS CIPIAO;RUA JOAO PAULO II, SN VILA VELHA. 53900-000 Ilha de Itamaracá - PE.;ESCOLA MUNICIPAL LUIS CIPIAO;Municipal;Não;-7,8091951;-34,8584205;Ilha de Itamaracá;Rural;6;1
Igarassu;26105365;ESCOLA MARIA DJANIRA LACERDA LEITE;RUA BELO HORIZONTE, VILA RURAL. 53650-710 Igarassu - PE.;ESCOLA MARIA DJANIRA LACERDA LEITE;Municipal;Não;-7,809093333;-34,92594833;Igarassu;Rural;19;1
Igarassu;26105268;ESCOLA FRANCISCO SIMOES DA COSTA;RUA OIAPOQUE, S/N ALTO DO CEU. 53650-778 Igarassu - PE.;ESCOLA FRANCISCO SIMOES DA COSTA;Municipal;Não;-7,8068407;-34,9327175;Igarassu;Rural;23;1
Araçoiaba;26105276;ESCOLA MUNICIPAL GENARO PEREIRA BARACHO;AV. MARECHAL NEWTON CAVALCANTE, SN QUINZE. 53690-000 Araçoiaba - PE.;ESCOLA MUNICIPAL GENARO PEREIRA BARACHO;Municipal;Não;-7,796258333;-35,09905;Araçoiaba;Urbana;62;1
Itapissuma;26106272;ESCOLA MUNICIPAL MARIA OLIVEIRA DOS SANTOS;RUA CAXIAS DO SUL, 246 MANGABAEIRA. 53700-990 Itapissuma - PE.;ESCOLA MUNICIPAL MARIA OLIVEIRA DOS SANTOS;Municipal;Não;-7,7955411;-34,9111695;Itapissuma;Urbana;37;1
Araçoiaba;26105845;ESCOLA PASTOR HERMES DA CUNHA E SILVA;RUA BARAO DE ITAMARACA, S/N CENTRO. 53690-000 Araçoiaba - PE.;ESCOLA PASTOR HERMES DA CUNHA E SILVA;Municipal;Não;-7,78921;-35,090855;Araçoiaba;Urbana;16;1
Itapissuma;26106426;PRE ESCOLAR MUNICIPAL CARLOS AYRES PESSOA;RUA DR JOSE BEZERRA, 151 CENTRO. 53700-000 Itapissuma - PE.;PRE ESCOLAR MUNICIPAL CARLOS AYRES PESSOA;Municipal;Não;-7,776755;-34,8926601;Itapissuma;Urbana;36;1
Itapissuma;26106280;ESCOLA MUNICIPAL O MUNDO DA CRIANCA;RUA DA ALEGRIA, 110 CENTRO. 53700-000 Itapissuma - PE.;ESCOLA MUNICIPAL O MUNDO DA CRIANCA;Municipal;Não;-7,7752526;-34,8944041;Itapissuma;Urbana;18;1
Itapissuma;26106256;ESCOLA MUNICIPAL DE ENSINO INFANTIL MAE BELA;RUA ELANO MARQUES, SN ESCOLA. CENTRO. 53700-000 Itapissuma - PE.;ESCOLA MUNICIPAL DE ENSINO INFANTIL MAE BELA;Municipal;Não;-7,7736862;-34,9018281;Itapissuma;Urbana;44;1
Ilha de Itamaracá;26106183;ESCOLA IATE CLUBE DE ITAMARACA;AVENIDA BEIRA MAR, SN RIO AMBAR. 53900-000 Ilha de Itamaracá - PE.;ESCOLA IATE CLUBE DE ITAMARACA;Municipal;Não;-7,7726954;-34,8317925;Ilha de Itamaracá;Urbana;34;1
Araçoiaba;26105926;ESCOLA MUNICIPAL MARIA CARNEIRO DE ALBUQUERQUE;VILA CANAA, S N NA ENTRADA DA VILA. ZONA RURAL. 53690-000 Araçoiaba - PE.;ESCOLA MUNICIPAL MARIA CARNEIRO DE ALBUQUERQUE;Municipal;Não;-7,7635198;-35,0481451;Araçoiaba;Rural;11;1
Ilha de Itamaracá;26106248;ESCOLA JOAO FELIPE DE BARROS DIAS;RUA JOAO LOPES DE ALBUQUERQUE, SN BAIXA VERDE. 53900-000 Ilha de Itamaracá - PE.;ESCOLA JOAO FELIPE DE BARROS DIAS;Municipal;Não;-7,7517415;-34,8245256;Ilha de Itamaracá;Urbana;40;1
Itapissuma;26149133;CRECHE PROFESSORA MARIA JOSE DA SILVA SOUZA;RUA L, SN BOTAFOGO. 53700-000 Itapissuma - PE.;CRECHE PROFESSORA MARIA JOSE DA SILVA SOUZA;Municipal;Não;-7,7462737;-34,9359248;Itapissuma;Rural;65;1
Itapissuma;26149583;ESCOLA MUNICIPAL GERCINA ALVES PEREIRA;ASSENTAMENTO UBU, S/N ITAPISSUMA. 53700-000 Itapissuma - PE.;ESCOLA MUNICIPAL GERCINA ALVES PEREIRA;Municipal;Não;-7,7011061;-34,920338;Itapissuma;Rural;9;1
Goiana;26143593;ESCOLA MUNICIPAL SAO THOMAZ DE AQUINO;RUA SAO GONCALO ENGENHO UBU, SN TEJUCUPAPO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL SAO THOMAZ DE AQUINO;Municipal;Não;-7,692901958;-34,92680881;Goiana;Rural;10;1
Goiana;26089262;ESCOLA MUNICIPAL FRANCISCO NICOLAU DA SILVA;RUA BOCA DA MATA, 10 PRAIA DE ATAPUZ. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL FRANCISCO NICOLAU DA SILVA;Municipal;Não;-7,690508548;-34,85982703;Goiana;Rural;21;1
Goiana;26089122;ESCOLA MUNICIPAL CAPELA DE SAO SEBASTIAO;RUA EDVAL SOARES, SN TEJUCUPAPO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL CAPELA DE SAO SEBASTIAO;Municipal;Não;-7,684279415;-34,91223722;Goiana;Rural;36;1
Goiana;26089459;ESCOLA MUNICIPAL JOAO GONCALVES DE AZEVEDO;RUA DA PENHA, 1 PRAIA DE BARRA DE CATUAMA. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL JOAO GONCALVES DE AZEVEDO;Municipal;Não;-7,68175661;-34,83709403;Goiana;Rural;18;1
Goiana;26089475;ESCOLA MUNICIPAL JOSE MACIEL DA SILVA;SITIO ALDEIAS, SN TEJUCUPAPO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL JOSE MACIEL DA SILVA;Municipal;Não;-7,663775602;-34,90277556;Goiana;Rural;5;1
Goiana;26088983;ESCOLA MUNICIPAL DR CLOVIS FONTINELLE GUIMARAES;SITIO ALECRIM, SN SITIO ALECRIM. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL DR CLOVIS FONTENELLE GUIMARAES;Municipal;Não;-7,663444036;-34,92379024;Goiana;Rural;10;1
Goiana;26089432;ESCOLA MUNICIPAL SANTO ANTONIO DE PADUA;RUA DA PRAIA, SN PRAIA DE CATUAMA. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL SANTO ANTONIO DE PADUA;Municipal;Não;-7,66047808;-34,82749195;Goiana;Rural;17;1
Goiana;26089270;ESCOLA MUNICIPAL JOAO CARNEIRO DE MELO;RUA DO CHAFARIZ, SN SITIO CARRAPICHO. TEJUCUPAPO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL JOAO CARNEIRO DE MELO;Municipal;Não;-7,644486196;-34,89349841;Goiana;Rural;25;1
Goiana;26089408;ESCOLA MUNICIPAL EDITH GADELHA;RUA DA GAMELEIRA, SN PONTA DE PEDRAS. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL EDITH GADELHA;Municipal;Não;-7,6350085;-34,81725451;Goiana;Urbana;35;1
Goiana;26089440;ESCOLA MUNICIPAL PREFEITO ANGELO JORDAO;RUA DA IGREJA, 40 PONTA DE PEDRAS. 55908-000 Goiana - PE.;ESCOLA MUNICIPAL PREFEITO ANGELO JORDAO;Municipal;Não;-7,62961745;-34,81008815;Goiana;Urbana;38;1
Goiana;26180090;ESCOLA MUNICIPAL ARCENDRINO CESAR DE ALBUQUERQUE;SITIO CHA DE ALEGRIA, SN TEJUCUPAPO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL ARCENDRINO CESAR DE ALBUQUERQUE;Municipal;Não;-7,614192567;-34,89833889;Goiana;Rural;44;1
Goiana;26089491;ESCOLA MUNICIPAL HEROINAS DE TEJUCUPAPO;RUA DO JUA, SN TEJUCUPAPO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL HEROINAS DE TEJUCUPAPO;Municipal;Não;-7,602183194;-34,89895239;Goiana;Urbana;40;1
Goiana;26089319;ESCOLA MUNICIPAL DR ARAUJO FILHO;POVOADO DE JATOBA, S/N LOTEAMENTO FLEXEIRAS. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL DR ARAUJO FILHO;Municipal;Não;-7,58321638;-35,05047739;Goiana;Rural;8;1
Goiana;26089416;ESCOLA MUNICIPAL LOURENCO DE ALBUQUERQUE GADELHA;RUA DO QUADRO, 215 PRAIA DE CARNE DE VACA. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL LOURENCO DE ALBUQUERQUE GADELHA;Municipal;Não;-7,57856094;-34,83165324;Goiana;Rural;22;1
Goiana;26208202;ASSOCIACAO DAS MULHERES CONSTRUTORAS;LOTEAMENTO OSVALDO RABELO, SN CASA DE GESSO. NOVA GOIANA. 55900-000 Goiana - PE.;CRECHE ASSOCIACAO DAS MULHERES CONSTRUTORAS;Municipal;Não;-7,56889835;-35,01837124;Goiana;Urbana;48;1
Goiana;26089220;ESCOLA MUNICIPAL LOURENCO DE ALBUQUERQUE GADELHA;RUA ENGENHO MUSSUMBU, SN FLEXEIRAS. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL LOURENCO DE ALBUQUERQUE GADELHA;Municipal;Não;-7,56830451;-35,02591393;Goiana;Urbana;15;1
Goiana;26089254;ESCOLA MUNICIPAL DR LUDOVICO CORREIA;RUA MANOEL CARLOS DE MENDONCA, SN CENTRO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL DR LUDOVICO CORREIA;Municipal;Não;-7,56625158;-35,01032097;Goiana;Urbana;16;1
Goiana;26154390;ESCOLA MUNICIPAL IRACEMA NOGUEIRA RABELO;VILA MULTIRAO, 1 MUTIRAO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL IRACEMA NOGUEIRA RABELO;Municipal;Não;-7,56464137;-35,01215463;Goiana;Urbana;78;1
Goiana;26088959;ESCOLA MUNICIPAL IRMA MARIE ARMALLE FALGUIERES;TRAVESSA DA PRACA DUQUE DE CAXIAS, SN CENTRO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL IRMA MARIE ARMALLE FALGUIERES;Municipal;Não;-7,56349682;-35,0001171;Goiana;Urbana;48;1
Goiana;26229641;ESCOLA MUNICIPAL PROFESSORA CYNIRA FLORIANNA DOS PRAZERES;RUA DO SOL, 133 CENTRO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL PROFESSORA CYNIRA FLORIANNA DOS PRAZERES;Municipal;Não;-7,56196671;-35,00970476;Goiana;Urbana;10;1
Goiana;26133130;CRECHE MUNICIPAL PROFESSORA ETENILE URBANO PESSOA;VILA BOM TEMPO, 28 Q F. VILA BOM TEMPO. 55900-000 Goiana - PE.;CRECHE MUNICIPAL PROFESSORA ETENILE URBANO PESSOA;Municipal;Não;-7,56182818;-34,98867326;Goiana;Urbana;52;1
Goiana;26089211;ESCOLA MUNICIPAL DR BENIGNO ARAUJO;RUA JORNALISTA EDSON REGIS, SN VILA CASTELO BRANCO. CENTRO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL DR BENIGNO ARAUJO;Municipal;Não;-7,56098241;-35,01052497;Goiana;Urbana;25;1
Goiana;26207206;CRECHE MUNICIPAL CRIANCA FELIZ;AVENIDA DILERMANDO BARROS CARVALHO, 15 LOTEAMENTO BOA VISTA. 55900-000 Goiana - PE.;CRECHE MUNICIPAL CRIANCA FELIZ;Municipal;Não;-7,56013564;-35,01485909;Goiana;Urbana;26;1
Goiana;26089289;ESCOLA MUNICIPAL MAJOR MANOEL GADELHA;RUA CLEMENTINO COELHO, SN CENTRO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL MAJOR MANOEL GADELHA;Municipal;Não;-7,55929736;-35,00504533;Goiana;Urbana;47;1
Goiana;26230640;ESCOLA MUNICIPAL PROFESSORA BELISANA PINTO DE ABREU DE ARAUJO;SEGUNDA TRAVESSA DA VILA ZEZITA, 28 CENTRO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL PROFESSORA BELISANA PINTO DE ABREU DE ARAUJO;Municipal;Não;-7,55719482;-35,00772211;Goiana;Urbana;27;1
Goiana;26088940;ESCOLA MUNICIPAL DR MANOEL BORBA;PRACA FREI CANECA, SN CENTRO. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL DR MANOEL BORBA;Municipal;Não;-7,5566463;-34,99921562;Goiana;Urbana;21;1
Goiana;26154382;ESCOLA MUNICIPAL PROFESSORA MARIA EMILIA VALENCA DA SILVEIRA;ASSENTAMENTO DO ENGENHO DIAMANTE, SN ENGENHO DIAMANTE. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL PROFESSORA MARIA EMILIA VALENCA DA SILVEIRA;Municipal;Não;-7,55193342;-35,0502226;Goiana;Rural;9;1
Goiana;26089351;ESCOLA MUNICIPAL NOSSA SENHORA DAS MARAVILHAS;KM 04 3 DA BR 101 USINA NOSSA SENHORA DAS MARAVILHAS, SN USINA MARAVILHAS. 55900-000 Goiana - PE.;ESCOLA MUNICIPAL NOSSA SENHORA DAS MARAVILHAS;Municipal;Não;-7,53264569;-34,9958485;Goiana;Rural;12;1
Cabo de Santo Agostinho;26206005;CONSELHO DOS MORADORES DE PIRAPAMA;;;;;-8,276;-35,066;;;81;1
Cabo de Santo Agostinho;26200007;CONSELHO DE MORADORES DE ROSARIO;;;;;-8,312030389;-35,018;;;58;1
